User_ID,Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type,Listening Time (Morning/Afternoon/Night),Discover Weekly Engagement (%),Repeat Song Rate (%)
U5458,49,India,YouTube,EDM,577,101,Dua Lipa,Premium,Morning,55.31,59.07
U1693,28,UK,Spotify,Country,174,42,Adele,Free,Afternoon,50.7,63.3
U2503,23,,YouTube,Classical,411,486,Adele,Premium,Afternoon,41.98,39.97
U3414,38,Japan,Deezer,Classical,91,495,BTS,Premium,Afternoon,70.12,5.83
U3118,30,Germany,,Jazz,27,304,Taylor Swift,Free,Night,29.43,17.54
U4858,17,USA,YouTube,Classical,590,493,The Weeknd,Free,Night,79.61,38.93
U3462,17,Brazil,Amazon Music,Jazz,553,317,Bad Bunny,Free,Afternoon,87.77,56.61
U4635,50,,YouTube,Rock,497,430,Bad Bunny,Premium,Morning,31.38,57.08
U5105,56,France,Tidal,Country,581,299,BTS,Free,Afternoon,78.27,38.91
U5478,40,Australia,Amazon Music,R&B,598,136,Adele,Premium,Morning,52.28,5.28
U1196,27,,Apple Music,Reggae,126,353,Taylor Swift,Premium,Morning,36.75,11.59
U5667,53,USA,Tidal,Jazz,332,189,Post Malone,Free,Morning,73.4,61.05
U2543,32,Brazil,Deezer,Classical,141,38,Ed Sheeran,Premium,Night,75.85,50.04
U2330,34,Australia,Spotify,Rock,516,432,Post Malone,Free,Morning,65.46,43.88
U1879,50,India,Apple Music,Classical,227,88,Ed Sheeran,Premium,Morning,30.05,9.94
U5502,57,Japan,Spotify,Pop,471,206,Drake,Premium,Afternoon,59.55,24.24
U4501,31,South Korea,Tidal,R&B,591,255,Bad Bunny,Free,Afternoon,45.34,47.0
U4894,47,Germany,Tidal,Hip-Hop,50000,161,The Weeknd,Free,Morning,80.82,78.42
U5990,32,USA,Amazon Music,EDM,511,136,Bad Bunny,Free,Night,39.58,12.02
U1887,59,South Korea,Spotify,Hip-Hop,27,15,Billie Eilish,Free,Afternoon,69.34,36.17
U2345,17,Canada,Spotify,Reggae,87,326,Bad Bunny,Free,Afternoon,14.18,43.84
U1068,48,UK,YouTube,Jazz,394,434,Bad Bunny,Premium,Morning,63.15,8.39
U5210,17,France,Amazon Music,R&B,541,302,Post Malone,Free,Afternoon,67.46,47.23
U2815,41,Japan,Amazon Music,Jazz,585,86,Adele,Free,Night,57.86,18.31
U1568,41,Canada,Amazon Music,Hip-Hop,458,219,Dua Lipa,Free,Morning,15.94,42.15
U3167,58,France,Apple Music,Country,246,381,Bad Bunny,Premium,Night,86.51,12.47
,59,Canada,Spotify,EDM,283,87,Post Malone,Free,Night,61.27,59.11
U5181,25,Canada,YouTube,Jazz,382,296,Adele,Premium,Night,76.94,35.19
U4353,54,Brazil,Apple Music,Country,330,499,BTS,Free,Afternoon,75.82,69.82
U1139,27,France,Deezer,Jazz,567,287,Dua Lipa,Premium,Afternoon,80.37,74.47
U5954,18,Australia,Amazon Music,Jazz,248,469,Post Malone,Premium,Morning,43.5,?
U3602,18,Brazil,Spotify,EDM,58,177,Ed Sheeran,Premium,Night,12.09,34.67
,52,Germany,Amazon Music,EDM,248,325,Drake,Free,Afternoon,75.92,66.96
U5772,51,Australia,Tidal,Hip-Hop,584,199,Post Malone,Free,Afternoon,27.77,6.87
U2606,33,USA,Deezer,R&B,475,279,Bad Bunny,Premium,Afternoon,22.8,58.26
U2629,53,USA,Deezer,Country,432,445,Taylor Swift,Premium,Afternoon,57.22,53.08
U2539,31,France,YouTube,Pop,566,15,Dua Lipa,Premium,Afternoon,79.27,10.12
U2694,22,Japan,Spotify,Country,407,257,Billie Eilish,Free,Afternoon,50.34,43.92
U3059,42,USA,Tidal,Country,160,419,Taylor Swift,Premium,Morning,87.0,72.09
U1463,28,Japan,Spotify,Jazz,184,236,Post Malone,Premium,Night,75.15,28.54
U3330,20,South Korea,Tidal,Rock,399,202,Post Malone,Free,Afternoon,21.51,77.87
U4043,13,USA,Deezer,Metal,164,436,,Free,Night,48.82,68.49
U5734,30,USA,Deezer,R&B,136,451,Ed Sheeran,Free,Night,12.72,72.42
U1594,14,Canada,Tidal,R&B,265,427,Taylor Swift,Premium,Night,81.56,10.45
U4814,47,Japan,Tidal,Pop,503,262,BTS,Free,Night,53.65,26.95
U1625,16,USA,Tidal,Classical,163,359,Adele,Premium,Afternoon,23.79,19.95
U1450,40,France,Apple Music,Rock,437,331,Taylor Swift,Free,Afternoon,,72.18
U2499,18,France,Deezer,Hip-Hop,354,395,Billie Eilish,Free,Morning,35.65,7.75
U3456,19,India,Deezer,EDM,387,56,Taylor Swift,Free,Afternoon,57.22,20.49
U5722,45,Australia,Apple Music,Reggae,14,48,Drake,Premium,Morning,15.2,37.92
U3984,22,Australia,Spotify,EDM,558,372,Ed Sheeran,,Afternoon,25.1,15.66
U2569,33,Japan,Spotify,EDM,297,446,Billie Eilish,Free,Morning,43.19,77.81
U2034,39,Japan,YouTube,R&B,586,178,Billie Eilish,Premium,Afternoon,32.69,68.58
U4518,47,Canada,Deezer,Metal,514,246,Bad Bunny,Premium,Afternoon,34.76,52.95
U2557,15,South Korea,Apple Music,EDM,190,456,Adele,Premium,Morning,49.33,34.01
U4624,57,Australia,Tidal,Reggae,436,228,Taylor Swift,,Afternoon,27.04,47.41
U5664,29,South Korea,Tidal,EDM,363,186,Billie Eilish,Free,Night,81.18,51.67
U1150,46,France,YouTube,R&B,379,182,BTS,Premium,Morning,65.65,24.84
U2420,34,South Korea,Apple Music,R&B,196,392,Taylor Swift,Free,Morning,18.74,62.94
U3011,22,France,Deezer,Hip-Hop,153,478,Drake,Premium,Afternoon,43.22,34.77
U3686,21,Brazil,Tidal,Pop,14,456,BTS,Free,Afternoon,18.46,24.07
U2786,28,France,Deezer,Rock,332,320,Ed Sheeran,Premium,Morning,18.84,19.47
U1088,53,Australia,Deezer,Pop,217,67,Drake,Free,Night,88.6,30.39
U1457,22,Japan,YouTube,Metal,323,307,Billie Eilish,Premium,Morning,13.05,53.65
U2305,34,Japan,Amazon Music,Country,253,145,Ed Sheeran,Free,Morning,44.2,45.48
U3925,38,India,Amazon Music,Jazz,299,335,BTS,Free,Afternoon,43.0,48.58
U4270,19,India,YouTube,Classical,413,249,Taylor Swift,Premium,Night,23.25,7.98
U4227,43,South Korea,Spotify,,91,259,Taylor Swift,Free,Morning,88.68,35.17
U2988,31,Germany,YouTube,Country,563,145,Post Malone,Free,Night,20.78,67.35
U4754,16,India,Apple Music,EDM,252,311,Billie Eilish,Premium,Afternoon,54.29,75.25
U4646,46,Germany,Tidal,,381,333,Drake,Premium,Morning,59.75,60.11
U1831,16,UK,YouTube,Rock,435,256,Post Malone,Free,Night,37.09,40.75
U1239,31,France,Spotify,Jazz,590,195,Post Malone,Free,Night,61.78,20.37
U5681,59,Canada,Tidal,Hip-Hop,318,147,Adele,Premium,Afternoon,45.75,26.76
U4022,36,South Korea,Spotify,R&B,181,445,Adele,Premium,Afternoon,28.62,62.33
U4148,43,India,Spotify,Metal,172,312,Drake,Free,Morning,78.63,58.0
U2946,46,Australia,Amazon Music,Hip-Hop,275,160,Drake,Free,Night,89.6,38.35
U3775,49,Brazil,Deezer,Rock,15,172,Taylor Swift,Free,Afternoon,55.19,57.23
U1192,40,Canada,Spotify,Rock,350,385,Bad Bunny,Free,Night,46.96,25.57
U5849,51,France,YouTube,Classical,31,423,Post Malone,Premium,Night,24.26,66.01
U5939,46,France,,Pop,371,475,Drake,Free,Morning,80.72,73.38
U1944,46,UK,YouTube,Rock,277,321,Bad Bunny,Premium,Night,80.04,41.47
U2268,27,Brazil,Spotify,Rock,429,456,Taylor Swift,Free,Afternoon,24.94,72.43
U5231,48,Canada,Apple Music,Pop,136,140,Ed Sheeran,Premium,Morning,82.77,77.72
U3307,54,France,Tidal,Rock,590,139,BTS,Premium,Afternoon,54.69,52.54
U5424,35,USA,Apple Music,EDM,41,366,Post Malone,,Afternoon,17.47,9.5
U5711,59,South Korea,Deezer,Rock,576,101,Ed Sheeran,Premium,Afternoon,71.87,17.85
U3313,52,Canada,Tidal,EDM,216,74,Drake,Free,Afternoon,46.35,78.52
U4214,60,USA,Spotify,Reggae,475,31,Ed Sheeran,Premium,Morning,25.26,50.96
U3732,57,Brazil,Tidal,Metal,81,297,Drake,Free,Morning,32.44,18.59
U2926,52,USA,YouTube,EDM,76,188,Billie Eilish,Free,Afternoon,50.27,50.47
